Year,Economy,Economy Label,Category,Category Label,Index,Index Footnote,Index Missing value
2008,052,"Barbados",FTRI02,"Skills",0.7015,,
2008,052,"Barbados",FTRI03,"Research and Development",0.1083,,
2008,052,"Barbados",FTRI04,"Industry activity",0.5826,,
2008,052,"Barbados",FTRI05,"Access to finance",0.8001,,
2008,112,"Belarus",FTRI00,"Overall index",0.4701,,
2008,112,"Belarus",FTRI01,"ICT",0.2022,,
2008,112,"Belarus",FTRI02,"Skills",0.7598,,
2008,112,"Belarus",FTRI03,"Research and Development",0.1864,,
2008,112,"Belarus",FTRI04,"Industry activity",0.5408,,
2008,112,"Belarus",FTRI05,"Access to finance",0.6299,,
2008,056,"Belgium",FTRI00,"Overall index",0.854,,
2008,056,"Belgium",FTRI01,"ICT",0.6309,,
2008,056,"Belgium",FTRI02,"Skills",0.9747,,
2008,056,"Belgium",FTRI03,"Research and Development",0.5959,,
2008,056,"Belgium",FTRI04,"Industry activity",0.7842,,
2008,056,"Belgium",FTRI05,"Access to finance",0.7935,,
2008,084,"Belize",FTRI00,"Overall index",0.3495,,
2008,084,"Belize",FTRI01,"ICT",0.2194,,
2008,084,"Belize",FTRI02,"Skills",0.5032,,
2008,084,"Belize",FTRI03,"Research and Development",0,,
2008,084,"Belize",FTRI04,"Industry activity",0.4093,,
2008,084,"Belize",FTRI05,"Access to finance",0.7738,,
2008,204,"Benin",FTRI00,"Overall index",0.1489,,
2008,204,"Benin",FTRI01,"ICT",0.0941,,
2008,204,"Benin",FTRI02,"Skills",0.2249,,
2008,204,"Benin",FTRI03,"Research and Development",0,,
2008,204,"Benin",FTRI04,"Industry activity",0.3711,,
2008,204,"Benin",FTRI05,"Access to finance",0.517,,
2008,064,"Bhutan",FTRI00,"Overall index",0.1892,,
2008,064,"Bhutan",FTRI01,"ICT",0.1187,,
2008,064,"Bhutan",FTRI02,"Skills",0.3098,,
2008,064,"Bhutan",FTRI03,"Research and Development",0.0342,,
2008,064,"Bhutan",FTRI04,"Industry activity",0.2624,,
2008,064,"Bhutan",FTRI05,"Access to finance",0.6244,,
2008,068,"Bolivia (Plurinational State of)",FTRI00,"Overall index",0.2859,,
2008,068,"Bolivia (Plurinational State of)",FTRI01,"ICT",0.1474,,
2008,068,"Bolivia (Plurinational State of)",FTRI02,"Skills",0.4844,,
2008,068,"Bolivia (Plurinational State of)",FTRI03,"Research and Development",0,,
2008,068,"Bolivia (Plurinational State of)",FTRI04,"Industry activity",0.331,,
2008,068,"Bolivia (Plurinational State of)",FTRI05,"Access to finance",0.6942,,
2008,070,"Bosnia and Herzegovina",FTRI00,"Overall index",0.4314,,
2008,070,"Bosnia and Herzegovina",FTRI01,"ICT",0.4674,,
2008,070,"Bosnia and Herzegovina",FTRI02,"Skills",0.5169,,
2008,070,"Bosnia and Herzegovina",FTRI03,"Research and Development",0.0884,,
2008,070,"Bosnia and Herzegovina",FTRI04,"Industry activity",0.4662,,
2008,070,"Bosnia and Herzegovina",FTRI05,"Access to finance",0.7728,,
2008,072,"Botswana",FTRI00,"Overall index",0.2791,,
2008,072,"Botswana",FTRI01,"ICT",0.1148,,
2008,072,"Botswana",FTRI02,"Skills",0.4451,,
2008,072,"Botswana",FTRI03,"Research and Development",0,,
2008,072,"Botswana",FTRI04,"Industry activity",0.4709,,
2008,072,"Botswana",FTRI05,"Access to finance",0.6154,,
2008,076,"Brazil",FTRI00,"Overall index",0.6263,,
2008,076,"Brazil",FTRI01,"ICT",0.3606,,
2008,076,"Brazil",FTRI02,"Skills",0.5411,,
2008,076,"Brazil",FTRI03,"Research and Development",0.5591,,
2008,076,"Brazil",FTRI04,"Industry activity",0.7657,,
2008,076,"Brazil",FTRI05,"Access to finance",0.7097,,
2008,096,"Brunei Darussalam",FTRI00,"Overall index",0.4623,,
2008,096,"Brunei Darussalam",FTRI01,"ICT",0.3223,,
2008,096,"Brunei Darussalam",FTRI02,"Skills",0.6566,,
2008,096,"Brunei Darussalam",FTRI03,"Research and Development",0.0794,,
2008,096,"Brunei Darussalam",FTRI04,"Industry activity",0.5173,,
2008,096,"Brunei Darussalam",FTRI05,"Access to finance",0.6965,,
2008,100,"Bulgaria",FTRI00,"Overall index",0.5946,,
2008,100,"Bulgaria",FTRI01,"ICT",0.653,,
2008,100,"Bulgaria",FTRI02,"Skills",0.6282,,
2008,100,"Bulgaria",FTRI03,"Research and Development",0.3289,,
2008,100,"Bulgaria",FTRI04,"Industry activity",0.6093,,
2008,100,"Bulgaria",FTRI05,"Access to finance",0.7681,,
2008,854,"Burkina Faso",FTRI00,"Overall index",0.0794,,
2008,854,"Burkina Faso",FTRI01,"ICT",0.087,,
2008,854,"Burkina Faso",FTRI02,"Skills",0,,
2008,854,"Burkina Faso",FTRI03,"Research and Development",0.0342,,
2008,854,"Burkina Faso",FTRI04,"Industry activity",0.3435,,
2008,854,"Burkina Faso",FTRI05,"Access to finance",0.5231,,
2008,108,"Burundi",FTRI00,"Overall index",0.114,,
2008,108,"Burundi",FTRI01,"ICT",0.0887,,
2008,108,"Burundi",FTRI02,"Skills",0.1185,,
2008,108,"Burundi",FTRI03,"Research and Development",0,,
2008,108,"Burundi",FTRI04,"Industry activity",0.3669,,
2008,108,"Burundi",FTRI05,"Access to finance",0.5464,,
2008,132,"Cabo Verde",FTRI00,"Overall index",0.2703,,
2008,132,"Cabo Verde",FTRI01,"ICT",0.1553,,
2008,132,"Cabo Verde",FTRI02,"Skills",0.404,,
2008,132,"Cabo Verde",FTRI03,"Research and Development",0,,
2008,132,"Cabo Verde",FTRI04,"Industry activity",0.3394,,
2008,132,"Cabo Verde",FTRI05,"Access to finance",0.7278,,
2008,116,"Cambodia",FTRI00,"Overall index",0.1621,,
2008,116,"Cambodia",FTRI01,"ICT",0.0849,,
2008,116,"Cambodia",FTRI02,"Skills",0.2703,,
2008,116,"Cambodia",FTRI03,"Research and Development",0,,
2008,116,"Cambodia",FTRI04,"Industry activity",0.3082,,
2008,116,"Cambodia",FTRI05,"Access to finance",0.5801,,
2008,120,"Cameroon",FTRI00,"Overall index",0.1782,,
2008,120,"Cameroon",FTRI01,"ICT",0.0999,,
2008,120,"Cameroon",FTRI02,"Skills",0.2363,,
2008,120,"Cameroon",FTRI03,"Research and Development",0.0794,,
2008,120,"Cameroon",FTRI04,"Industry activity",0.4539,,
2008,120,"Cameroon",FTRI05,"Access to finance",0.4532,,
2008,124,"Canada",FTRI00,"Overall index",0.8746,,
2008,124,"Canada",FTRI01,"ICT",0.5814,,
2008,124,"Canada",FTRI02,"Skills",0.8106,,
2008,124,"Canada",FTRI03,"Research and Development",0.7123,,
2008,124,"Canada",FTRI04,"Industry activity",0.7916,,
2008,124,"Canada",FTRI05,"Access to finance",0.8886,,
2008,152,"Chile",FTRI00,"Overall index",0.5307,,
2008,152,"Chile",FTRI01,"ICT",0.4782,,
2008,152,"Chile",FTRI02,"Skills",0.6047,,
2008,152,"Chile",FTRI03,"Research and Development",0.2629,,
2008,152,"Chile",FTRI04,"Industry activity",0.4874,,
2008,152,"Chile",FTRI05,"Access to finance",0.8266,,
2008,156,"China",FTRI00,"Overall index",0.6764,,
2008,156,"China",FTRI01,"ICT",0.3026,,
2008,156,"China",FTRI02,"Skills",0.3736,,
2008,156,"China",FTRI03,"Research and Development",0.8705,,
2008,156,"China",FTRI04,"Industry activity",0.824,,
2008,156,"China",FTRI05,"Access to finance",0.8636,,
2008,344,"China, Hong Kong SAR",FTRI00,"Overall index",0.7921,,
2008,344,"China, Hong Kong SAR",FTRI01,"ICT",0.6916,,
2008,344,"China, Hong Kong SAR",FTRI02,"Skills",0.758,,
2008,344,"China, Hong Kong SAR",FTRI03,"Research and Development",0.4203,,
2008,344,"China, Hong Kong SAR",FTRI04,"Industry activity",0.8565,,
2008,344,"China, Hong Kong SAR",FTRI05,"Access to finance",0.9049,,
2008,170,"Colombia",FTRI00,"Overall index",0.4215,,
2008,170,"Colombia",FTRI01,"ICT",0.3666,,
2008,170,"Colombia",FTRI02,"Skills",0.4729,,
2008,170,"Colombia",FTRI03,"Research and Development",0.1959,,
2008,170,"Colombia",FTRI04,"Industry activity",0.5532,,
2008,170,"Colombia",FTRI05,"Access to finance",0.6636,,
2008,174,"Comoros",FTRI00,"Overall index",0.1392,,
2008,174,"Comoros",FTRI01,"ICT",0.1001,,
2008,174,"Comoros",FTRI02,"Skills",0.2945,,
2008,174,"Comoros",FTRI03,"Research and Development",0,,
2008,174,"Comoros",FTRI04,"Industry activity",0.3509,,
2008,174,"Comoros",FTRI05,"Access to finance",0.3827,,
2008,178,"Congo",FTRI00,"Overall index",0.1221,,
2008,178,"Congo",FTRI01,"ICT",0.1046,,
2008,178,"Congo",FTRI02,"Skills",0.2721,,
2008,178,"Congo",FTRI03,"Research and Development",0,,
2008,178,"Congo",FTRI04,"Industry activity",0.4322,,
2008,178,"Congo",FTRI05,"Access to finance",0.2373,,
2008,180,"Congo, Dem. Rep. of the",FTRI00,"Overall index",0.1334,,
2008,180,"Congo, Dem. Rep. of the",FTRI01,"ICT",0.1869,,
2008,180,"Congo, Dem. Rep. of the",FTRI02,"Skills",0.1662,,
2008,180,"Congo, Dem. Rep. of the",FTRI03,"Research and Development",0,,
2008,180,"Congo, Dem. Rep. of the",FTRI04,"Industry activity",0.5313,,
2008,180,"Congo, Dem. Rep. of the",FTRI05,"Access to finance",0.2693,,
2008,188,"Costa Rica",FTRI00,"Overall index",0.4812,,
2008,188,"Costa Rica",FTRI01,"ICT",0.2507,,
2008,188,"Costa Rica",FTRI02,"Skills",0.5558,,
2008,188,"Costa Rica",FTRI03,"Research and Development",0.0794,,
2008,188,"Costa Rica",FTRI04,"Industry activity",0.8006,,
2008,188,"Costa Rica",FTRI05,"Access to finance",0.7214,,
2008,384,"Côte d'Ivoire",FTRI00,"Overall index",0.1821,,
2008,384,"Côte d'Ivoire",FTRI01,"ICT",0.0921,,
2008,384,"Côte d'Ivoire",FTRI02,"Skills",0.163,,
2008,384,"Côte d'Ivoire",FTRI03,"Research and Development",0,,
2008,384,"Côte d'Ivoire",FTRI04,"Industry activity",0.5537,,
2008,384,"Côte d'Ivoire",FTRI05,"Access to finance",0.515,,
2008,191,"Croatia",FTRI00,"Overall index",0.5867,,
2008,191,"Croatia",FTRI01,"ICT",0.5145,,
2008,191,"Croatia",FTRI02,"Skills",0.6409,,
2008,191,"Croatia",FTRI03,"Research and Development",0.3198,,
2008,191,"Croatia",FTRI04,"Industry activity",0.6262,,
2008,191,"Croatia",FTRI05,"Access to finance",0.775,,
2008,196,"Cyprus",FTRI00,"Overall index",0.6012,,
2008,196,"Cyprus",FTRI01,"ICT",0.303,,
2008,196,"Cyprus",FTRI02,"Skills",0.673,,
2008,196,"Cyprus",FTRI03,"Research and Development",0.2274,,
2008,196,"Cyprus",FTRI04,"Industry activity",0.6741,,
2008,196,"Cyprus",FTRI05,"Access to finance",0.9499,,
2008,203,"Czechia",FTRI00,"Overall index",0.7573,,
2008,203,"Czechia",FTRI01,"ICT",0.923,,
2008,203,"Czechia",FTRI02,"Skills",0.7596,,
2008,203,"Czechia",FTRI03,"Research and Development",0.4441,,
2008,203,"Czechia",FTRI04,"Industry activity",0.7733,,
2008,203,"Czechia",FTRI05,"Access to finance",0.7015,,
2008,208,"Denmark",FTRI00,"Overall index",0.8728,,
2008,208,"Denmark",FTRI01,"ICT",0.8334,,
2008,208,"Denmark",FTRI02,"Skills",0.8801,,
2008,208,"Denmark",FTRI03,"Research and Development",0.5283,,
2008,208,"Denmark",FTRI04,"Industry activity",0.7348,,
2008,208,"Denmark",FTRI05,"Access to finance",0.9532,,
2008,262,"Djibouti",FTRI00,"Overall index",0.135,,
2008,262,"Djibouti",FTRI01,"ICT",0.094,,
2008,262,"Djibouti",FTRI02,"Skills",0.0557,,
2008,262,"Djibouti",FTRI03,"Research and Development",0,,
2008,262,"Djibouti",FTRI04,"Industry activity",0.4529,,
2008,262,"Djibouti",FTRI05,"Access to finance",0.6143,,
2008,214,"Dominican Republic",FTRI00,"Overall index",0.3312,,
2008,214,"Dominican Republic",FTRI01,"ICT",0.2568,,
2008,214,"Dominican Republic",FTRI02,"Skills",0.4494,,
2008,214,"Dominican Republic",FTRI03,"Research and Development",0,,
2008,214,"Dominican Republic",FTRI04,"Industry activity",0.5921,,
2008,214,"Dominican Republic",FTRI05,"Access to finance",0.6008,,
2008,218,"Ecuador",FTRI00,"Overall index",0.281,,
2008,218,"Ecuador",FTRI01,"ICT",0.1803,,
2008,218,"Ecuador",FTRI02,"Skills",0.4424,,
2008,218,"Ecuador",FTRI03,"Research and Development",0,,
2008,218,"Ecuador",FTRI04,"Industry activity",0.4283,,
2008,218,"Ecuador",FTRI05,"Access to finance",0.6167,,
2008,818,"Egypt",FTRI00,"Overall index",0.4057,,
2008,818,"Egypt",FTRI01,"ICT",0.1762,,
2008,818,"Egypt",FTRI02,"Skills",0.5343,,
2008,818,"Egypt",FTRI03,"Research and Development",0.2237,,
2008,818,"Egypt",FTRI04,"Industry activity",0.4559,,
2008,818,"Egypt",FTRI05,"Access to finance",0.7277,,
2008,222,"El Salvador",FTRI00,"Overall index",0.3331,,
2008,222,"El Salvador",FTRI01,"ICT",0.1348,,
2008,222,"El Salvador",FTRI02,"Skills",0.4384,,
2008,222,"El Salvador",FTRI03,"Research and Development",0,,
2008,222,"El Salvador",FTRI04,"Industry activity",0.5905,,
2008,222,"El Salvador",FTRI05,"Access to finance",0.7477,,
2008,233,"Estonia",FTRI00,"Overall index",0.7004,,
2008,233,"Estonia",FTRI01,"ICT",0.6519,,
2008,233,"Estonia",FTRI02,"Skills",0.8062,,
2008,233,"Estonia",FTRI03,"Research and Development",0.2508,,
2008,233,"Estonia",FTRI04,"Industry activity",0.7032,,
2008,233,"Estonia",FTRI05,"Access to finance",0.826,,
2008,748,"Eswatini",FTRI00,"Overall index",0.3571,,
2008,748,"Eswatini",FTRI01,"ICT",0.1179,,
2008,748,"Eswatini",FTRI02,"Skills",0.369,,
2008,748,"Eswatini",FTRI03,"Research and Development",0.0466,,
2008,748,"Eswatini",FTRI04,"Industry activity",0.7828,,
2008,748,"Eswatini",FTRI05,"Access to finance",0.6047,,
2008,231,"Ethiopia",FTRI00,"Overall index",0.1367,,
2008,231,"Ethiopia",FTRI01,"ICT",0.0868,,
2008,231,"Ethiopia",FTRI02,"Skills",0.1034,,
2008,231,"Ethiopia",FTRI03,"Research and Development",0.0542,,
2008,231,"Ethiopia",FTRI04,"Industry activity",0.3695,,
2008,231,"Ethiopia",FTRI05,"Access to finance",0.5829,,
2008,242,"Fiji",FTRI00,"Overall index",0.3825,,
2008,242,"Fiji",FTRI01,"ICT",0.15,,
2008,242,"Fiji",FTRI02,"Skills",0.5352,,
2008,242,"Fiji",FTRI03,"Research and Development",0.096,,
2008,242,"Fiji",FTRI04,"Industry activity",0.4666,,
2008,242,"Fiji",FTRI05,"Access to finance",0.8163,,
2008,246,"Finland",FTRI00,"Overall index",0.8547,,
2008,246,"Finland",FTRI01,"ICT",0.7202,,
2008,246,"Finland",FTRI02,"Skills",0.889,,
2008,246,"Finland",FTRI03,"Research and Development",0.5147,,
2008,246,"Finland",FTRI04,"Industry activity",0.8373,,
2008,246,"Finland",FTRI05,"Access to finance",0.8109,,
2008,251,"France",FTRI00,"Overall index",0.8887,,
2008,251,"France",FTRI01,"ICT",0.6559,,
2008,251,"France",FTRI02,"Skills",0.823,,
2008,251,"France",FTRI03,"Research and Development",0.7951,,
2008,251,"France",FTRI04,"Industry activity",0.808,,
2008,251,"France",FTRI05,"Access to finance",0.8354,,
2008,266,"Gabon",FTRI00,"Overall index",0.2949,,
2008,266,"Gabon",FTRI01,"ICT",0.1213,,
2008,266,"Gabon",FTRI02,"Skills",0.4764,,
2008,266,"Gabon",FTRI03,"Research and Development",0,,
2008,266,"Gabon",FTRI04,"Industry activity",0.578,,
2008,266,"Gabon",FTRI05,"Access to finance",0.4827,,
2008,270,"Gambia",FTRI00,"Overall index",0.0832,,
2008,270,"Gambia",FTRI01,"ICT",0.1181,,
2008,270,"Gambia",FTRI02,"Skills",0.1756,,
2008,270,"Gambia",FTRI03,"Research and Development",0,,
2008,270,"Gambia",FTRI04,"Industry activity",0.2145,,
2008,270,"Gambia",FTRI05,"Access to finance",0.4382,,
2008,268,"Georgia",FTRI00,"Overall index",0.3788,,
2008,268,"Georgia",FTRI01,"ICT",0.3358,,
2008,268,"Georgia",FTRI02,"Skills",0.5304,,
2008,268,"Georgia",FTRI03,"Research and Development",0.096,,
2008,268,"Georgia",FTRI04,"Industry activity",0.4973,,
2008,268,"Georgia",FTRI05,"Access to finance",0.6828,,
2008,276,"Germany",FTRI00,"Overall index",0.9471,,
2008,276,"Germany",FTRI01,"ICT",0.7967,,
2008,276,"Germany",FTRI02,"Skills",0.8658,,
2008,276,"Germany",FTRI03,"Research and Development",0.8246,,
2008,276,"Germany",FTRI04,"Industry activity",0.8331,,
2008,276,"Germany",FTRI05,"Access to finance",0.8499,,
2008,288,"Ghana",FTRI00,"Overall index",0.2106,,
2008,288,"Ghana",FTRI01,"ICT",0.1045,,
2008,288,"Ghana",FTRI02,"Skills",0.2678,,
2008,288,"Ghana",FTRI03,"Research and Development",0.0794,,
2008,288,"Ghana",FTRI04,"Industry activity",0.4529,,
2008,288,"Ghana",FTRI05,"Access to finance",0.5433,,
2008,300,"Greece",FTRI00,"Overall index",0.6244,,
2008,300,"Greece",FTRI01,"ICT",0.4864,,
2008,300,"Greece",FTRI02,"Skills",0.7088,,
2008,300,"Greece",FTRI03,"Research and Development",0.3714,,
2008,300,"Greece",FTRI04,"Industry activity",0.5767,,
2008,300,"Greece",FTRI05,"Access to finance",0.8275,,
2008,320,"Guatemala",FTRI00,"Overall index",0.281,,
2008,320,"Guatemala",FTRI01,"ICT",0.1255,,
2008,320,"Guatemala",FTRI02,"Skills",0.3145,,
2008,320,"Guatemala",FTRI03,"Research and Development",0.0542,,
2008,320,"Guatemala",FTRI04,"Industry activity",0.553,,
2008,320,"Guatemala",FTRI05,"Access to finance",0.6531,,
2008,324,"Guinea",FTRI00,"Overall index",0.1333,,
2008,324,"Guinea",FTRI01,"ICT",0.087,,
2008,324,"Guinea",FTRI02,"Skills",0.134,,
2008,324,"Guinea",FTRI03,"Research and Development",0,,
2008,324,"Guinea",FTRI04,"Industry activity",0.6063,,
2008,324,"Guinea",FTRI05,"Access to finance",0.303,,
2008,624,"Guinea-Bissau",FTRI00,"Overall index",0,,
2008,624,"Guinea-Bissau",FTRI01,"ICT",0.0968,,
2008,624,"Guinea-Bissau",FTRI02,"Skills",0.1901,,
2008,624,"Guinea-Bissau",FTRI03,"Research and Development",0,,
2008,624,"Guinea-Bissau",FTRI04,"Industry activity",0,,
2008,624,"Guinea-Bissau",FTRI05,"Access to finance",0.3131,,
2008,328,"Guyana",FTRI00,"Overall index",0.315,,
2008,328,"Guyana",FTRI01,"ICT",0.1772,,
2008,328,"Guyana",FTRI02,"Skills",0.3463,,
2008,328,"Guyana",FTRI03,"Research and Development",0,,
2008,328,"Guyana",FTRI04,"Industry activity",0.6081,,
2008,328,"Guyana",FTRI05,"Access to finance",0.6132,,
2008,332,"Haiti",FTRI00,"Overall index",0.1245,,
2008,332,"Haiti",FTRI01,"ICT",0.1184,,
2008,332,"Haiti",FTRI02,"Skills",0.1752,,
2008,332,"Haiti",FTRI03,"Research and Development",0,,
2008,332,"Haiti",FTRI04,"Industry activity",0.3731,,
2008,332,"Haiti",FTRI05,"Access to finance",0.4437,,
2008,340,"Honduras",FTRI00,"Overall index",0.2809,,
2008,340,"Honduras",FTRI01,"ICT",0.1323,,
2008,340,"Honduras",FTRI02,"Skills",0.369,,
2008,340,"Honduras",FTRI03,"Research and Development",0.0342,,
2008,340,"Honduras",FTRI04,"Industry activity",0.4073,,
2008,340,"Honduras",FTRI05,"Access to finance",0.75,,
2008,348,"Hungary",FTRI00,"Overall index",0.734,,
2008,348,"Hungary",FTRI01,"ICT",0.7044,,
2008,348,"Hungary",FTRI02,"Skills",0.7488,,
2008,348,"Hungary",FTRI03,"Research and Development",0.3743,,
2008,348,"Hungary",FTRI04,"Industry activity",0.8324,,
2008,348,"Hungary",FTRI05,"Access to finance",0.7527,,
2008,352,"Iceland",FTRI00,"Overall index",0.8458,,
2008,352,"Iceland",FTRI01,"ICT",0.7585,,
2008,352,"Iceland",FTRI02,"Skills",0.9806,,
2008,352,"Iceland",FTRI03,"Research and Development",0.2787,,
2008,352,"Iceland",FTRI04,"Industry activity",0.7347,,
2008,352,"Iceland",FTRI05,"Access to finance",1,,
2008,356,"India",FTRI00,"Overall index",0.5111,,
2008,356,"India",FTRI01,"ICT",0.1051,,
2008,356,"India",FTRI02,"Skills",0.2911,,
2008,356,"India",FTRI03,"Research and Development",0.6225,,
2008,356,"India",FTRI04,"Industry activity",0.7763,,
2008,356,"India",FTRI05,"Access to finance",0.7281,,
2008,360,"Indonesia",FTRI00,"Overall index",0.3549,,
2008,360,"Indonesia",FTRI01,"ICT",0.1834,,
2008,360,"Indonesia",FTRI02,"Skills",0.3186,,
2008,360,"Indonesia",FTRI03,"Research and Development",0.1835,,
2008,360,"Indonesia",FTRI04,"Industry activity",0.6824,,
2008,360,"Indonesia",FTRI05,"Access to finance",0.6474,,
2008,364,"Iran (Islamic Republic of)",FTRI00,"Overall index",0.3729,,
2008,364,"Iran (Islamic Republic of)",FTRI01,"ICT",0.1449,,
2008,364,"Iran (Islamic Republic of)",FTRI02,"Skills",0.4179,,
2008,364,"Iran (Islamic Republic of)",FTRI03,"Research and Development",0.3508,,
2008,364,"Iran (Islamic Republic of)",FTRI04,"Industry activity",0.3747,,
2008,364,"Iran (Islamic Republic of)",FTRI05,"Access to finance",0.733,,
2008,368,"Iraq",FTRI00,"Overall index",0.2129,,
2008,368,"Iraq",FTRI01,"ICT",0.2888,,
2008,368,"Iraq",FTRI02,"Skills",0.4062,,
2008,368,"Iraq",FTRI03,"Research and Development",0.0794,,
2008,368,"Iraq",FTRI04,"Industry activity",0.451,,
2008,368,"Iraq",FTRI05,"Access to finance",0.2586,,
2008,372,"Ireland",FTRI00,"Overall index",0.8728,,
2008,372,"Ireland",FTRI01,"ICT",0.6246,,
2008,372,"Ireland",FTRI02,"Skills",0.8354,,
2008,372,"Ireland",FTRI03,"Research and Development",0.4591,,
2008,372,"Ireland",FTRI04,"Industry activity",1,,
2008,372,"Ireland",FTRI05,"Access to finance",0.9284,,
2008,376,"Israel",FTRI00,"Overall index",0.8184,,
2008,376,"Israel",FTRI01,"ICT",0.551,,
2008,376,"Israel",FTRI02,"Skills",0.8846,,
2008,376,"Israel",FTRI03,"Research and Development",0.5673,,
2008,376,"Israel",FTRI04,"Industry activity",0.8312,,
2008,376,"Israel",FTRI05,"Access to finance",0.7918,,
2008,380,"Italy",FTRI00,"Overall index",0.8266,,
2008,380,"Italy",FTRI01,"ICT",0.8036,,
2008,380,"Italy",FTRI02,"Skills",0.7834,,
2008,380,"Italy",FTRI03,"Research and Development",0.688,,
2008,380,"Italy",FTRI04,"Industry activity",0.7392,,
2008,380,"Italy",FTRI05,"Access to finance",0.8222,,
2008,388,"Jamaica",FTRI00,"Overall index",0.3205,,
